,회사명,종목코드,업종,업종2,업종PER,PER,PBR
517,예선테크,250930,플라스틱제품 제조업,디스플레이장비및부품,86.49,26.58,2.18
518,LS전선아시아,229640,기타 금융업,전기장비,-220.85,23.22,1.6
519,모두투어리츠,204210,부동산 임대 및 공급업,,35.79,,
520,유니테크노,241690,자동차 신품 부품 제조업,자동차부품,46.67,21.32,2.53
521,모비스,250060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",전자장비와기기,65.66,,3.16
522,나무기술,242040,소프트웨어 개발 및 공급업,IT서비스,24.96,24.02,4.23
523,자이글,234920,가정용 기기 제조업,가정용기기와용품,15.82,,1.00
524,일동제약,249420,의약품 제조업,제약,99.58,,1.73
525,헝셩그룹,900270,기타 금융업,레저용장비와제품,-33.68,2.53,0.16
526,피엔에이치테크,239890,기초 화학물질 제조업,,,,
527,샘표식품,248170,기타 식품 제조업,식품,29.07,5.78,1.15
528,에코마케팅,230360,광고업,광고,18.53,16.44,6.08
529,티케이씨,191600,전자부품 제조업,,,39.23,1.25
530,팍스넷,038160,기타 정보 서비스업,IT서비스,24.96,,0.71
531,두올,016740,자동차 신품 부품 제조업,자동차부품,46.67,20.03,0.65
532,엔지스테크널러지,208860,소프트웨어 개발 및 공급업,소프트웨어,86.51,,8.63
533,우리손에프앤지,073560,"도축, 육류 가공 및 저장 처리업",식품,29.07,17.52,0.76
534,휴벡셀,212310,의료용 기기 제조업,,,,0.62
535,에스케이씨에스,224020,플라스틱제품 제조업,,,,10.39
536,아이에이네트웍스,123010,전자부품 제조업,반도체와반도체장비,20.53,,6.43
537,제노텍,066830,기타 화학제품 제조업,,,"5,619.40",7.26
538,동서,026960,음·식료품 및 담배 도매업,식품,29.07,30.64,3.07
539,장원테크,174880,통신 및 방송 장비 제조업,핸드셋,-202.0,,0.51
540,위니아딤채,071460,가정용 기기 제조업,가정용기기와용품,15.82,6.75,1.3
541,한국자산신탁,123890,신탁업 및 집합투자업,부동산,4.26,4.10,0.65
542,한국토지신탁,034830,신탁업 및 집합투자업,부동산,4.26,6.25,0.53
543,바이오리더스,142760,자연과학 및 공학 연구개발업,생물공학,-54.63,,3.56
544,피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,21.35,0.64
545,로스웰,900260,기타 금융업,자동차부품,46.67,12.94,0.17
546,에스엘에스바이오,246250,기타 과학기술 서비스업,,,108.36,16.41
547,씨앤에스링크,245450,통신 및 방송 장비 제조업,,,,3.03
548,해성디에스,195870,전자부품 제조업,반도체와반도체장비,20.53,17.09,2.47
549,녹십자랩셀,144510,"그외 기타 전문, 과학 및 기술 서비스업",건강관리업체및서비스,-57.53,485.98,23.22
550,에스티팜,237690,의약품 제조업,제약,99.58,,5.54
551,알엔투테크놀로지,148250,전자부품 제조업,통신장비,-92.63,44.71,3.65
552,이비테크,208850,기타 전기장비 제조업,,,9.04,1.18
553,줌인터넷,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",양방향미디어와서비스,136.4,172.06,5.77
554,휴온스,243070,의약품 제조업,제약,99.58,14.65,2.86
555,나눔테크,244880,의료용 기기 제조업,,,4.75,1.33
556,KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업",,,10.37,0.89
557,용평리조트,070960,일반 및 생활 숙박시설 운영업,"호텔,레스토랑,레저",-25.26,,0.53
558,해태제과식품,101530,기타 식품 제조업,식품,29.07,,0.89
559,원익IPS,240810,특수 목적용 기계 제조업,반도체와반도체장비,20.53,15.72,3.26
560,엠로,058970,소프트웨어 개발 및 공급업,,,105.17,8.48
561,이에스산업,241510,일반 목적용 기계 제조업,,,,1.42
562,인터코스,240340,기타 화학제품 제조업,,,,1.40
563,로보쓰리,238500,"그외 기타 전문, 과학 및 기술 서비스업",,,,1.21
564,레이언스,228850,의료용 기기 제조업,건강관리장비와용품,208.42,42.38,0.92
565,씨엠에스에듀,225330,일반 교습 학원,교육서비스,-19.84,17.12,2.43
566,동양파일,228340,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,,0.86
567,삼일씨엔에스,004440,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,66.44,0.64
568,팬젠,222110,의약품 제조업,생물공학,-54.63,,6.28
569,바이옵트로,222160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,,9.38
570,AP위성,211270,통신 및 방송 장비 제조업,핸드셋,-202.0,"1,053.33",2.71
571,에이트원,230980,소프트웨어 개발 및 공급업,우주항공과국방,50.8,,5.55
572,큐리언트,115180,자연과학 및 공학 연구개발업,생물공학,-54.63,,18.93
573,안트로젠,065660,기타 전문 도매업,제약,99.58,,8.70
574,슈프리마,236200,통신 및 방송 장비 제조업,전자장비와기기,65.66,12.63,1.39
575,제이에스코퍼레이션,194370,"가죽, 가방 및 유사제품 제조업","섬유,의류,신발,호화품",33.35,21.90,0.76
576,아이엠텍,226350,전자부품 제조업,핸드셋,-202.0,,0.02
577,유니트론텍,142210,자동차 부품 및 내장품 판매업,반도체와반도체장비,20.53,17.45,1.69
578,크리스탈신소재,900250,기타 금융업,화학,69.0,4.86,0.4
579,자안,221610,기타 화학제품 제조업,화학,69.0,49.12,1.29
580,메디젠휴먼케어,236340,자연과학 및 공학 연구개발업,,,,
581,선바이오,067370,의약품 제조업,,,307.90,33.18
582,볼빅,206950,운동 및 경기용구 제조업,,,,1.23
583,이엠티,232530,일차전지 및 축전지 제조업,,,,6.60
584,에스와이,109610,"구조용 금속제품, 탱크 및 증기발생기 제조업",건축자재,36.34,,0.95
585,질경이,233990,기타 화학제품 제조업,,,,3.82
586,코디엠,224060,특수 목적용 기계 제조업,반도체와반도체장비,20.53,9.66,0.90
587,잇츠한불,226320,기타 화학제품 제조업,화장품,89.76,,1.53
588,지오씨,135160,절연선 및 케이블 제조업,,,99.59,1.14
589,크로넥스,215570,자연과학 및 공학 연구개발업,,,,7.81
590,경남제약헬스케어,223310,소프트웨어 개발 및 공급업,전자제품,41.38,,0.69
591,와이아이케이,232140,특수 목적용 기계 제조업,반도체와반도체장비,20.53,54.81,3.0
592,육일씨엔에쓰,191410,전자부품 제조업,핸드셋,-202.0,,0.76
593,휴젤,145020,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,61.98,3.19
594,한국맥널티,222980,기타 식품 제조업,식품,29.07,54.77,1.9
595,덱스터,206560,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,2.95
596,아진산업,013310,자동차 신품 부품 제조업,자동차부품,46.67,14.73,0.68
597,강스템바이오텍,217730,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,,2.45
598,에이원알폼,234070,산업용 기계 및 장비 임대업,,,,2.14
599,에이치엘비제약,047920,자연과학 및 공학 연구개발업,제약,99.58,628.02,12.44
600,메가엠디,133750,일반 교습 학원,교육서비스,-19.84,21.84,1.29
601,보광산업,225530,기타 비금속 광물제품 제조업,건축자재,36.34,32.33,2.82
602,파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자장비와기기,65.66,43.94,13.81
603,에치에프알,230240,통신 및 방송 장비 제조업,통신장비,-92.63,307.45,3.90
604,예스티,122640,특수 목적용 기계 제조업,반도체와반도체장비,20.53,,3.24
605,코스맥스엔비티,222040,기타 식품 제조업,제약,99.58,,2.23
606,라온테크,232680,특수 목적용 기계 제조업,,,,23.90
607,멕아이씨에스,058110,의료용 기기 제조업,건강관리장비와용품,208.42,12.16,8.22
608,에이치엔에스하이텍,044990,전자부품 제조업,,,,2.56
609,미애부,225850,생활용품 도매업,,,,
610,엔에스,217820,특수 목적용 기계 제조업,전기제품,206.26,37.09,3.62
611,미래테크놀로지,213090,소프트웨어 개발 및 공급업,IT서비스,24.96,22.09,0.81
612,세진중공업,075580,선박 및 보트 건조업,조선,-22.0,335.29,2.04
613,하이즈항공,221840,"항공기,우주선 및 부품 제조업",우주항공과국방,50.8,25.39,1.13
614,캔서롭,180400,기타 과학기술 서비스업,생명과학도구및서비스,38.27,,7.26
615,매직마이크로,127160,전자부품 제조업,디스플레이장비및부품,86.49,,0.31
616,케이디켐,221980,기타 화학제품 제조업,화학,69.0,6.87,0.64
617,네오오토,212560,자동차 신품 부품 제조업,자동차부품,46.67,11.70,0.5
618,엔투텍,227950,특수 목적용 기계 제조업,반도체와반도체장비,20.53,,2.55
619,케어젠,214370,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,21.89,3.62
620,아이진,185490,자연과학 및 공학 연구개발업,생물공학,-54.63,,7.34
621,인카금융서비스,211050,보험 및 연금관련 서비스업,,,12.13,3.35
622,나무가,190510,전자부품 제조업,핸드셋,-202.0,43.23,3.13
623,유앤아이,056090,의료용 기기 제조업,건강관리장비와용품,208.42,,0.89
624,금호에이치티,214330,자동차 신품 부품 제조업,자동차부품,46.67,,1.14
625,제주항공,089590,항공 여객 운송업,항공사,-4.87,,1.74
626,본느,226340,기타 화학제품 제조업,화장품,89.76,16.89,2.53
627,파마리서치바이오,217950,의약품 제조업,,,,4.41
628,연우,115960,플라스틱제품 제조업,포장재,16.84,30.10,1.54
629,럭스피아,092590,반도체 제조업,,,7.84,1.12
630,노브메타파마,229500,자연과학 및 공학 연구개발업,,,,110.80
631,엔케이맥스,182400,기초 의약물질 및 생물학적 제제 제조업,생명과학도구및서비스,38.27,,5.81
632,현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,식품과기본식료품소매,128.99,7.83,0.56
633,엑시콘,092870,특수 목적용 기계 제조업,반도체와반도체장비,20.53,18.84,1.69
634,이엑스티,226360,토목 건설업,건축자재,36.34,,1.85
635,엄지하우스,224810,실내건축 및 건축마무리 공사업,,,8.84,0.72
636,메디쎄이,200580,의료용 기기 제조업,,,19.77,1.64
637,뉴지랩,214870,통신 및 방송 장비 제조업,통신장비,-92.63,,4.13
638,케이엠제약,225430,기타 화학제품 제조업,가정용품,14.53,,2.45
639,한송네오텍,226440,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,177.97,2.97
640,패션플랫폼,225590,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,9.49,0.92
641,LIG넥스원,079550,무기 및 총포탄 제조업,우주항공과국방,50.8,29.61,1.42
642,넷게임즈,225570,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,26.05,10.32
643,제너셈,217190,특수 목적용 기계 제조업,반도체와반도체장비,20.53,15.11,2.34
644,타이거일렉,219130,전자부품 제조업,반도체와반도체장비,20.53,12.19,1.58
645,HDC아이콘트롤스,039570,전기 및 통신 공사업,건설,7.01,,1.01
646,동일제강,002690,1차 철강 제조업,철강,41.6,75.68,0.31
647,인포마크,175140,통신 및 방송 장비 제조업,핸드셋,-202.0,,2.83
648,씨아이에스,222080,특수 목적용 기계 제조업,전기제품,206.26,"8,175.00",14.32
649,해마로푸드서비스,220630,음·식료품 및 담배 도매업,"호텔,레스토랑,레저",-25.26,16.47,3.36
650,에이텍티앤,224110,통신 및 방송 장비 제조업,컴퓨터와주변기기,-34.95,46.44,2.26
651,웹스,196700,합성고무 및 플라스틱 물질 제조업,화학,69.0,,0.70
652,AJ네트웍스,095570,산업용 기계 및 장비 임대업,도로와철도운송,54.64,4.10,0.59
653,파인텍,131760,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,591.58,1.07
654,마이더스AI,222810,소프트웨어 개발 및 공급업,소프트웨어,86.51,,4.35
655,심텍,222800,전자부품 제조업,전자장비와기기,65.66,11.42,2.6
656,흥국에프엔비,189980,비알코올음료 및 얼음 제조업,음료,98.61,27.95,1.31
657,쎄노텍,222420,기타 비금속 광물제품 제조업,화학,69.0,,2.34
658,칩스앤미디어,094360,소프트웨어 개발 및 공급업,반도체와반도체장비,20.53,38.27,4.38
659,아시아경제,127710,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",출판,30.57,7.89,0.49
660,엔에스컴퍼니,224760,토목 건설업,,,,0.60
661,아이쓰리시스템,214430,전자부품 제조업,우주항공과국방,50.8,280.49,2.3
662,로지시스,067730,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,110.60,3.37
663,플럼라인생명과학,222670,자연과학 및 공학 연구개발업,,,,
664,켐트로스,220260,기타 화학제품 제조업,화학,69.0,195.28,4.11
665,파마리서치프로덕트,214450,생활용품 도매업,제약,99.58,23.76,2.74
666,MP한강,219550,생활용품 도매업,화장품,89.76,,1.54
667,펩트론,087010,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,,7.76
668,이노션,214320,광고업,광고,18.53,19.74,1.64
669,토니모리,214420,기타 화학제품 제조업,화장품,89.76,,1.51
670,네추럴FNP,086220,기타 식품 제조업,,,,2.18
671,아이피몬스터,223220,소프트웨어 개발 및 공급업,,,,
672,미래에셋생명,085620,보험업,생명보험,12.49,6.12,0.24
673,RFHIC,218410,통신 및 방송 장비 제조업,통신장비,-92.63,"8,400.00",5.25
674,동운아나텍,094170,반도체 제조업,핸드셋,-202.0,25.15,4.34
675,민앤지,214180,기타 정보 서비스업,IT서비스,24.96,14.19,1.75
676,유테크,178780,전자부품 제조업,핸드셋,-202.0,,3.40
677,경보제약,214390,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,47.19,2.2
678,바이오코아,216400,자연과학 및 공학 연구개발업,,,84.12,6.15
679,유투바이오,221800,기타 과학기술 서비스업,,,,2.93
680,이큐셀,160600,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,,0.59
681,켐온,217600,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,98.75,5.55
682,코아스템,166480,의약품 제조업,생물공학,-54.63,,5.23
683,세미콘라이트,214310,반도체 제조업,디스플레이장비및부품,86.49,,0.66
684,SK디앤디,210980,부동산 임대 및 공급업,부동산,4.26,7.88,1.87
685,씨앗,103660,기타 화학제품 제조업,,,239.49,3.50
686,베셀,177350,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,,3.34
687,넵튠,217270,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,37.72,7.67
688,미래생명자원,218150,동물용 사료 및 조제식품 제조업,식품,29.07,60.33,2.13
689,싸이맥스,160980,특수 목적용 기계 제조업,반도체와반도체장비,20.53,10.64,1.76
690,러셀,217500,특수 목적용 기계 제조업,반도체와반도체장비,20.53,34.79,3.4
691,픽셀플러스,087600,전자부품 제조업,반도체와반도체장비,20.53,71.36,0.64
692,디딤,217620,음식점업,"호텔,레스토랑,레저",-25.26,53.16,2.06
693,제노포커스,187420,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,,3.45
694,틸론,217880,소프트웨어 개발 및 공급업,,,,4.79
695,관악산업,076340,기반조성 및 시설물 축조관련 전문공사업,,,7.27,0.52
696,우정바이오,215380,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,260.32,2.68
697,토박스코리아,215480,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,297.87,2.00
698,이노인스트루먼트,215790,통신 및 방송 장비 제조업,통신장비,-92.63,,1.73
699,우리산업,215360,자동차 신품 부품 제조업,자동차부품,46.67,46.75,2.09
700,메가스터디교육,215200,일반 교습 학원,교육서비스,-19.84,23.89,2.16
701,썬테크,217320,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,,,4.34
702,원텍,216280,의료용 기기 제조업,,,,26.59
703,이디티,215090,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",우주항공과국방,50.8,,0.78
704,로보로보,215100,기타 전기장비 제조업,교육서비스,-19.84,81.03,3.45
705,디알텍,214680,의료용 기기 제조업,건강관리장비와용품,208.42,82.62,2.15
706,에이비프로바이오,195990,특수 목적용 기계 제조업,기계,-29.49,,1.57
707,골프존,215000,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,15.28,1.88
708,클래시스,214150,의료용 기기 제조업,건강관리장비와용품,208.42,29.98,9.6
709,비엔디생활건강,215050,기타 화학제품 제조업,,,,0.66
710,엔에스쇼핑,138250,무점포 소매업,인터넷과카탈로그소매,20.09,514.58,0.96
711,퓨쳐스트림네트웍스,214270,소프트웨어 개발 및 공급업,양방향미디어와서비스,136.4,32.50,1.93
712,세화아이엠씨,145210,특수 목적용 기계 제조업,자동차부품,46.67,,0.78
713,포시에스,189690,소프트웨어 개발 및 공급업,소프트웨어,86.51,13.95,1.06
714,덕산네오룩스,213420,전자부품 제조업,디스플레이장비및부품,86.49,31.68,5.3
715,한솔제지,213500,"펄프, 종이 및 판지 제조업",종이와목재,41.06,4.41,0.49
716,디와이파워,210540,특수 목적용 기계 제조업,기계,-29.49,8.11,0.78
717,국일신동,060480,1차 비철금속 제조업,비철금속,21.86,,0.92
718,듀켐바이오,176750,의약품 제조업,,,,
719,바디텍메드,206640,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,14.49,4.38
720,스튜디오산타클로스,204630,창작 및 예술관련 서비스업,방송과엔터테인먼트,-19.04,,1.58
721,썸에이지,208640,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,,7.07
722,와이제이엠게임즈,193250,전자부품 제조업,핸드셋,-202.0,,1.72
723,에이팩트,200470,"그외 기타 전문, 과학 및 기술 서비스업",반도체와반도체장비,20.53,40.50,1.99
724,휴메딕스,200670,의약품 제조업,제약,99.58,19.24,1.8
725,래몽래인,200350,"영화, 비디오물, 방송프로그램 제작 및 배급업",,,52.98,12.02
726,바이오로그디바이스,208710,전자부품 제조업,핸드셋,-202.0,7.63,0.83
727,서전기전,189860,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,24.17,0.86
728,아스트,067390,"항공기,우주선 및 부품 제조업",우주항공과국방,50.8,,0.78
729,오킨스전자,080580,전자부품 제조업,반도체와반도체장비,20.53,"1,473.68",15.5
730,지란지교시큐리티,208350,소프트웨어 개발 및 공급업,소프트웨어,86.51,75.00,1.14
731,NEW,160550,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,2.39
732,아이티센,124500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,24.27,1.94
733,미래엔에듀파트너,208890,교육지원 서비스업,,,11.19,0.51
734,삼성물산,028260,기타 전문 도매업,복합기업,29.11,21.95,0.89
735,녹십자엠에스,142280,의료용품 및 기타 의약 관련제품 제조업,건강관리장비와용품,208.42,218.33,5.15
736,디티앤씨,187220,기타 과학기술 서비스업,전자장비와기기,65.66,,0.98
737,셀바스헬스케어,208370,의료용 기기 제조업,건강관리장비와용품,208.42,27.68,2.3
738,정다운,208140,"도축, 육류 가공 및 저장 처리업",식품,29.07,81.72,1.44
739,하이로닉,149980,의료용 기기 제조업,건강관리장비와용품,208.42,127.87,1.83
740,랩지노믹스,084650,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,4.53,2.39
741,빅텐츠,210120,"영화, 비디오물, 방송프로그램 제작 및 배급업",,,,4.12
742,에이디테크놀로지,200710,반도체 제조업,반도체와반도체장비,20.53,45.34,2.57
743,비씨월드제약,200780,의약품 제조업,제약,99.58,34.02,1.66
744,미스터블루,207760,기타 정보 서비스업,출판,30.57,19.89,5.12
745,알테오젠,196170,자연과학 및 공학 연구개발업,생물공학,-54.63,258.77,48.81
746,베노홀딩스,206400,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,54.72,3.44
747,PI첨단소재,178920,플라스틱제품 제조업,화학,69.0,38.30,4.77
748,대창스틸,140520,1차 철강 제조업,철강,41.6,,0.54
749,피노텍,150440,소프트웨어 개발 및 공급업,,,,15.01
750,에프엔씨엔터,173940,창작 및 예술관련 서비스업,방송과엔터테인먼트,-19.04,,1.20
751,휴마시스,205470,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,22.37,6.72
752,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,-29.49,63.25,6.96
753,텔콘RF제약,200230,통신 및 방송 장비 제조업,통신장비,-92.63,,3.92
754,지엘팜텍,204840,자연과학 및 공학 연구개발업,제약,99.58,,21.49
755,글로벌텍스프리,204620,금융 지원 서비스업,기타금융,4.61,13.28,1.45
756,디에이테크놀로지,196490,특수 목적용 기계 제조업,전기제품,206.26,,1.24
757,삼성에스디에스,018260,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,28.71,2.27
758,아이케이세미콘,149010,반도체 제조업,,,26.79,2.48
759,액션스퀘어,205500,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,,4.02
760,엑셈,205100,소프트웨어 개발 및 공급업,소프트웨어,86.51,19.27,2.25
761,테고사이언스,191420,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,129.36,4.65
762,슈피겐코리아,192440,그외 기타 제품 제조업,핸드셋,-202.0,6.53,1.16
763,테라셈,182690,반도체 제조업,반도체와반도체장비,20.53,,4.51
764,영우디에스피,143540,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,7.60,2.09
765,유니포인트,121060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,0.79
766,드림시큐리티,203650,소프트웨어 개발 및 공급업,소프트웨어,86.51,35.71,2.77
767,메디아나,041920,의료용 기기 제조업,건강관리장비와용품,208.42,10.22,1.76
768,데브시스터즈,194480,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,,2.85
769,만도,204320,자동차 신품 부품 제조업,자동차부품,46.67,29.74,2.17
770,프로스테믹스,203690,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,,5.94
771,감마누,192410,통신 및 방송 장비 제조업,통신장비,-92.63,56.72,2.33
772,고려시멘트,198440,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,41.70,1.3
773,판도라티비,202960,소프트웨어 개발 및 공급업,,,,0.80
774,서연이화,200880,자동차 신품 부품 제조업,자동차부품,46.67,,0.34
775,신화콘텍,187270,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,,0.59
776,쿠쿠홀딩스,192400,기타 금융업,가정용기기와용품,15.82,8.08,0.98
777,파버나인,177830,전자부품 제조업,비철금속,21.86,,1.30
778,덕신하우징,090410,"구조용 금속제품, 탱크 및 증기발생기 제조업",건축제품,-47.58,43.53,0.86
779,창해에탄올,004650,알코올음료 제조업,음료,98.61,5.87,0.76
780,윈하이텍,192390,"구조용 금속제품, 탱크 및 증기발생기 제조업",건축제품,-47.58,,0.70
781,아진엑스텍,059120,반도체 제조업,반도체와반도체장비,20.53,20.76,1.49
782,콜마비앤에이치,200130,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,19.64,4.83
783,화인베스틸,133820,1차 철강 제조업,철강,41.6,,0.82
784,에이비온,203400,자연과학 및 공학 연구개발업,,,,
785,트루윈,105550,전자부품 제조업,자동차부품,46.67,,2.22
786,큐엠씨,136660,특수 목적용 기계 제조업,,,,2.92
787,데이터스트림즈,199150,소프트웨어 개발 및 공급업,,,,19.60
788,툴젠,199800,자연과학 및 공학 연구개발업,,,,31.62
789,디오스텍,196450,사진장비 및 광학기기 제조업,핸드셋,-202.0,9.45,0.74
790,캐스텍코리아,071850,자동차 신품 부품 제조업,자동차부품,46.67,,0.50
791,BGF,027410,기타 금융업,백화점과일반상점,-28.81,23.65,0.4
792,나노,187790,기초 화학물질 제조업,화학,69.0,90.27,0.82
793,케이사인,192250,소프트웨어 개발 및 공급업,소프트웨어,86.51,21.31,1.91
794,코스맥스,192820,기타 화학제품 제조업,화장품,89.76,26.11,2.89
795,오이솔루션,138080,통신 및 방송 장비 제조업,통신장비,-92.63,27.83,3.54
796,한국정보인증,053300,소프트웨어 개발 및 공급업,IT서비스,24.96,23.01,2.35
797,유비온,084440,기타 정보 서비스업,,,20.40,5.34
798,솔루에타,154040,전자부품 제조업,자동차부품,46.67,65.20,0.98
799,이지웰,090850,소프트웨어 개발 및 공급업,상업서비스와공급품,24.9,31.93,4.33
800,위월드,140660,통신 및 방송 장비 제조업,,,,0.53
801,씨이랩,189330,소프트웨어 개발 및 공급업,,,"2,238.31",70.71
802,코셋,189350,통신 및 방송 장비 제조업,,,,1.43
803,SGA솔루션즈,184230,소프트웨어 개발 및 공급업,소프트웨어,86.51,,2.05
804,대동고려삼,178600,기타 식품 제조업,,,11.38,1.04
805,청광건설,140290,토목 건설업,,,,
806,기가레인,049080,특수 목적용 기계 제조업,반도체와반도체장비,20.53,,4.26
807,인트로메딕,150840,의료용 기기 제조업,건강관리장비와용품,208.42,,3.53
808,한중엔시에스,107640,자동차 신품 부품 제조업,,,102.88,1.39
809,알티캐스트,085810,소프트웨어 개발 및 공급업,소프트웨어,86.51,,0.60
810,종근당,185750,의약품 제조업,제약,99.58,22.78,4.01
811,현대공업,170030,자동차 신품 부품 제조업,자동차부품,46.67,16.13,1.24
812,엔브이에이치코리아,067570,자동차 신품 부품 제조업,자동차부품,46.67,13.55,0.88
813,디엠티,134580,통신 및 방송 장비 제조업,전자제품,41.38,,1.18
814,신송홀딩스,006880,산업용 농·축산물 및 동·식물 도매업,식품과기본식료품소매,128.99,,0.52
815,큐브엔터,182360,오디오물 출판 및 원판 녹음업,방송과엔터테인먼트,-19.04,105.94,3.3
816,라이온켐텍,171120,기타 화학제품 제조업,건축자재,36.34,12.11,1.29
817,램테크놀러지,171010,기초 화학물질 제조업,반도체와반도체장비,20.53,66.86,2.4
818,THE MIDONG,161570,영상 및 음향기기 제조업,자동차부품,46.67,,0.94
819,골프존데카,183410,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,,
820,에이씨티,138360,기타 화학제품 제조업,화장품,89.76,,2.80
821,아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,20.37,0.46
822,해성옵틱스,076610,사진장비 및 광학기기 제조업,핸드셋,-202.0,,0.74
823,내츄럴엔도텍,168330,자연과학 및 공학 연구개발업,제약,99.58,,1.95
824,현대로템,064350,철도장비 제조업,기계,-29.49,,2.11
825,수프로,185190,산업용 농·축산물 및 동·식물 도매업,,,,1.71
826,테스나,131970,"그외 기타 전문, 과학 및 기술 서비스업",반도체와반도체장비,20.53,33.44,4.21
827,파수,150900,소프트웨어 개발 및 공급업,소프트웨어,86.51,,4.11
828,엘티씨,170920,기초 화학물질 제조업,디스플레이장비및부품,86.49,55.41,1.16
829,지엔씨에너지,119850,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기장비,-220.85,23.10,1.2
830,한진칼,180640,항공 여객 운송업,항공사,-4.87,,2.90
831,아미코젠,092040,기타 식품 제조업,생물공학,-54.63,17.97,4.1
832,엔에이치엔,181710,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,47.57,0.81
833,GH신소재,130500,기타 섬유제품 제조업,자동차부품,46.67,204.41,1.69
834,파이오링크,170790,통신 및 방송 장비 제조업,통신장비,-92.63,9.53,1.95
835,KG ETS,151860,폐기물 처리업,복합유틸리티,5.28,2.00,0.81
836,JB금융지주,175330,기타 금융업,은행,4.87,3.30,0.3
837,나스미디어,089600,광고업,광고,18.53,18.29,2.42
838,하이골드12호,172580,운송장비 임대업,,35.79,,
839,대주이엔티,114920,1차 철강 제조업,,,,0.18
840,에스에이티이엔지,158300,특수 목적용 기계 제조업,,,59.33,2.42
841,에스엔피제네틱스,086460,자연과학 및 공학 연구개발업,,,,0.74
842,옐로페이,179720,소프트웨어 개발 및 공급업,,,5.93,
843,태양기계,116100,자동차 신품 부품 제조업,,,10.54,0.36
844,엑세스바이오,950130,의료용품 및 기타 의약 관련제품 제조업,생명과학도구및서비스,38.27,,21.87
845,DSR,155660,1차 비철금속 제조업,비철금속,21.86,10.05,0.55
